title,summary,url,source,publication_date
Kalki Koechlin recalls being sidelined in her first marriage with Anurag Kashyap: 'My partner Guy Hershberg is so chilled out',Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kalki-koechlin-recalls-being-sidelined-in-her-first-marriage-with-anurag-kashyap-my-partner-guy-hershberg-is-so-chilled-out/articleshow/113792050.cms,Times of India,2024-09-30
New mom Deepika Padukone shares adorable video of baby with binoculars as hubby Ranveer Singh resumes work commitments,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/new-mom-deepika-padukone-shares-adorable-video-of-baby-with-binoculars-as-hubby-ranveer-singh-resumes-work-commitments/articleshow/113808859.cms,Times of India,2024-09-30
KBC16: Amitabh Bachchan on his affection for Shrikhand,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/kaun-banega-crorepati-16-amitabh-bachchan-opens-up-about-his-affection-for-shrikhand-and-the-comfort-of-maharashtrian-cuisines/articleshow/113815021.cms,Times of India,2024-09-30
Rajesh reveals he had applied for Shark Tank India,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/sarabhai-vs-sarabhai-fame-rajesh-kumar-reveals-he-had-applied-for-shark-tank-india-says-i-was-rejected-after-clearing-two-rounds-i-thought-being-an-actor-/articleshow/113809896.cms,Times of India,2024-09-30
Ankita- Vicky throw a party as Laughter Chefs’ wraps up,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/ankita-lokhande-vicky-jain-throw-a-party-as-laughter-chefs-wraps-up-nia-sharma-krishna-abhishek-and-others-join/articleshow/113807234.cms,Times of India,2024-09-30
KKK14 winner fans’ reaction: Netizens praise Karan Veer,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/khatron-ke-khiladi-14-winner-fans-reaction-netizens-praise-karan-veer-mehra-for-lifting-the-trophy-express-love-to-gashmeer-mahajani/articleshow/113806035.cms,Times of India,2024-09-30
Shah Rukh Khan recalls going through ‘tough time’ during son Aryan Khan's arrest; asks Sandeep Reddy Vanga to make a film like Pushpa for him,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shah-rukh-khan-recalls-going-through-tough-time-during-son-aryan-khans-arrest-asks-sandeep-reddy-vanga-to-make-a-film-like-pushpa-for-him/articleshow/113790369.cms,Times of India,2024-09-30
"Throwback: When Aishwarya Rai discussed Karan Johar's support for Alia Bhatt, said she has 'opportunities literally on her lap'",Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/throwback-when-aishwarya-rai-discussed-karan-johars-support-for-alia-bhatt-said-she-has-opportunities-literally-on-her-lap/articleshow/113751839.cms,Times of India,2024-09-30
Fake currency notes with Anupam Kher's picture instead of Mahatma Gandhi worth Rs 1.60 crore siezed in Gujarat,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/fake-currency-notes-with-anupam-khers-picture-instead-of-mahatma-gandhi-worth-rs-1-60-crore-siezed-in-gujarat/articleshow/113798656.cms,Times of India,2024-09-30
'GOAT' clocks 25 days: Venkat Prabhu expresses gratitude towards fans for making the Vijay starrer a blockbuster hit,Video content available.,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/goat-clocks-25-days-venkat-prabhu-expresses-gratitude-towards-fans-for-making-the-vijay-starrer-a-blockbuster-hit/articleshow/113786131.cms,Times of India,2024-09-30
"2nd Test, Day 4: India's batting lights up rain-hit B'desh clash",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/2nd-test-day-4-highlights-records-tumble-as-indias-batting-lights-up-rain-hit-bangladesh-clash/articleshow/113819409.cms,Times of India,2024-09-30
'DOWN THE T' with Lorenzo Musetti,Video content available.,https://timesofindia.indiatimes.com/videos/sports/top-tennis-videos/down-the-t-with-lorenzo-musetti/videoshow/113166865.cms,Times of India,2024-09-30
Tennis Players Try Alcaraz's Bowling!,Video content available.,https://timesofindia.indiatimes.com/videos/sports/top-tennis-videos/tennis-players-try-alcarazs-bowling/videoshow/112933872.cms,Times of India,2024-09-30
Will Bumrah and Rohit fetch same amounts as Hardik and Surya at MI?,Video content available.,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-retention-will-bumrah-and-rohit-fetch-same-amounts-as-hardik-and-surya-at-mumbai-indians/articleshow/113822695.cms,Times of India,2024-09-30
"SA20 Auction: Players, squads, date - everything you need to know",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/news/sa20-auction-players-purse-remaining-squads-date-everything-you-need-to-know/articleshow/113820446.cms,Times of India,2024-09-30
"Pant-Kohli hug after mix-up, Rohit's reaction caught on camera",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/rishabh-pant-virat-kohli-hug-after-mix-up-rohit-sharmas-reaction-caught-on-camera/articleshow/113817979.cms,Times of India,2024-09-30
"After fastest 50 & 100 in Tests, India surpass Australia to become...",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/after-the-fastest-fifty-and-hundred-in-test-history-india-surpass-australia-to-become-/articleshow/113815552.cms,Times of India,2024-09-30
Swiggy Instamart launches 24/7 free delivery service in these cities,Video content available.,https://timesofindia.indiatimes.com/technology/tech-news/swiggy-instamart-launches-24/7-free-delivery-service-in-these-cities/articleshow/113817311.cms,Times of India,2024-09-30
FOMO grips China stock buyers on ‘epic’ trading day before break,Video content available.,https://timesofindia.indiatimes.com/business/international-business/fomo-grips-china-stock-buyers-on-epic-trading-day-before-break/articleshow/113822270.cms,Times of India,2024-09-30
Kamala Harris' husband called 'wife guy'. MAGA supporters remind he cheated on first wife,Video content available.,https://timesofindia.indiatimes.com/world/us/kamala-harris-husband-called-wife-guy-maga-supporters-remind-he-cheated-on-first-wife/articleshow/113822529.cms,Times of India,2024-09-30
"CBSE Exam Day Guidelines 2024: Dos & Don'ts, Reporting Time, Admit Card Link and More",Video content available.,https://timesofindia.indiatimes.com/education/news/cbse-exam-day-guidelines-2024-dos-donts-reporting-time-and-more/articleshow/107682638.cms,Times of India,2024-09-30
"AI and Automation: Transforming Recruitment, Job Roles, and Skills Required",Video content available.,https://timesascent.com/articles/ai-and-automation-transforming-recruitment-job-roles-and-skills-required/158864,Times of India,2024-09-30
Pay Gap Between India Inc CEOs and Median Employees Widens,Video content available.,https://timesascent.com/articles/pay-gap-between-india-inc-ceos-and-median-employees-widens/158863,Times of India,2024-09-30
IT companies’ headcount rises in June quarter as hiring resumes,Video content available.,https://timesascent.com/articles/it-companies-headcount-rises-in-june-quarter-as-hiring-resumes/158862,Times of India,2024-09-30
Exit Interviews Help HR Check Discrepancies at Work,Video content available.,https://timesascent.com/articles/exit-interviews-help-hr-check-discrepancies-at-work/158861,Times of India,2024-09-30
Can coconut oil be used for deep frying?,Video content available.,https://timesofindia.indiatimes.com/life-style/food-news/can-coconut-oil-be-used-for-deep-frying-heres-what-experts-say/articleshow/113801874.cms,Times of India,2024-09-30
Watch: How to make Chicken Noodles,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-chicken-noodles/videoshow/102774953.cms,Times of India,2024-09-30
Watch: 1-Minute Cookie Challenge,Video content available.,https://recipes.timesofindia.com/videos/watch-1-minute-cookie-challenge/videoshow/102745065.cms,Times of India,2024-09-30
Watch: How to make Vetrilai Nattukozhi,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-vetrilai-nattukozhi/videoshow/102685363.cms,Times of India,2024-09-30
Watch: How to make Blue Ice,Video content available.,https://recipes.timesofindia.com/videos/watch-how-to-make-blue-ice/videoshow/101374900.cms,Times of India,2024-09-30
Lebanese Garlic Sauce,Video content available.,https://recipes.timesofindia.com/recipes/lebanese-garlic-sauce/rs84466179.cms,Times of India,2024-09-30
Banana Cheela,Video content available.,https://recipes.timesofindia.com/recipes/banana-cheela/rs89586552.cms,Times of India,2024-09-30
Chamomile Milk,Video content available.,https://recipes.timesofindia.com/beverage/non-alcoholic/chamomile-milk/rs89584105.cms,Times of India,2024-09-30
Boondi Ke Laddoo,Video content available.,https://recipes.timesofindia.com/recipes/boondi-ke-laddoo/rs84608690.cms,Times of India,2024-09-30
Heart Choco Pops,Video content available.,https://recipes.timesofindia.com/recipes/heart-choco-pops/rs89561225.cms,Times of India,2024-09-30
Checking your phone time and again: 6 reasons to STOP it now,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/de-stress/checking-your-phone-time-and-again-6-reasons-to-stop-it-now/articleshow/113811418.cms,Times of India,2024-09-30
Tips for kids staying far away on how to take care of their elderly parents,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/tips-for-kids-staying-far-away-on-how-to-take-care-of-their-elderly-parents/articleshow/113808696.cms,Times of India,2024-09-30
Solar eclipse on October 2: Will the 'ring of fire' impact health?,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/solar-eclipse-on-october-2-will-the-ring-of-fire-impact-health/photostory/113808641.cms,Times of India,2024-09-30
Pre-diabetic? 7 simple things that can reverse it,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/pre-diabetic-7-simple-things-that-can-reverse-it/articleshow/113803268.cms,Times of India,2024-09-30
Marburg virus in circulation: Could it start another pandemic?,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/marburg-virus-in-circulation-deaths-reported-can-it-start-another-pandemic-read-here/articleshow/113798412.cms,Times of India,2024-09-30
Can you find the 5 horseshoes hidden in this image?,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/de-stress/optical-illusion-only-those-with-sharp-vision-can-find-the-5-horseshoes-hidden-in-this-image/articleshow/113788696.cms,Times of India,2024-09-30
World Heart Day 2024: Role of key nutrients in keeping the heart healthy (know how much of each is required daily),Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/world-heart-day-2024-role-of-key-nutrients-in-keeping-the-heart-healthy-know-how-much-of-each-is-required-daily/articleshow/113780698.cms,Times of India,2024-09-30
Salon visit ends in tragedy: Head massage leads to stroke for Karnataka man,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/salon-visit-ends-in-tragedy-head-massage-leads-to-stroke-for-karnataka-man/articleshow/113784072.cms,Times of India,2024-09-30
7 reasons to drink carrot juice in the morning,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/7-reasons-to-drink-carrot-juice-in-the-morning/photostory/113750118.cms,Times of India,2024-09-30
How safe is knee replacement--6 things to know,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-safe-is-knee-replacement-6-things-to-know/articleshow/113749984.cms,Times of India,2024-09-30
6 homemade drinks to naturally lower uric acid levels,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/home-remedies/6-homemade-drinks-to-naturally-lower-uric-acid-levels/articleshow/113749961.cms,Times of India,2024-09-30
"Laughter Chefs: Nia Sharma, Jannat Zubair, Aly Goni and others break down emotionally as the show wraps up; Bharti says, “The show was only going to have 16 episodes but..”",Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/laughter-chefs-nia-sharma-jannat-zubair-aly-goni-and-others-break-down-emotionally-as-the-show-wraps-up-bharti-says-the-show-was-only-going-to-have-16-episodes-but-/articleshow/113766386.cms,Times of India,2024-09-30
Bigg Boss 18: Rohit Shetty announces Nia Sharma as the first confirmed contestant of the Salman Khan hosted show,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/bigg-boss-18-rohit-shetty-announces-nia-sharma-as-the-first-confirmed-contestant-of-the-salman-khan-hosted-show/articleshow/113797629.cms,Times of India,2024-09-30
